graphic card type,resolution (px),CPU cores,RAM size,operating system,drive type,RAM type,CPU clock speed (GHz),CPU model,drive memory size (GB),warranty,screen size,buynow_price,gps,nfc,wifi,lte,bluetooth,wwan,widi,lan,keyboard,illuminated keyboard,touchpad,numeric keyboard,camera,microphone,SD card reader,speakers
1,3,4,0.4,4,3,2,2.6,9,0.0963081861958266,1,4,4499.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,3,2,2.4,5,0.0898876404494382,1,4,2899.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
1,3,2,0.4,0,3,2,2.5,7,0.0898876404494382,1,4,3199.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,2,0.1333333333333333,4,3,0,2.3,7,0.0449438202247191,0,3,2362.23,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,2,0.4,4,3,2,2.5,7,0.0898876404494382,1,4,3499.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,2,0.1333333333333333,5,3,1,2.2,7,0.0898876404494382,1,4,3299.01,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,1,2,0.4,5,3,0,2.6,7,0.1861958266452648,1,4,3749.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1
0,3,4,0.4,4,3,2,1.6,7,0.0449438202247191,1,2,5999.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1
0,3,2,0.9333333333333332,4,4,2,2.4,5,0.1452648475120385,1,3,3589.0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,4,0.9333333333333332,4,4,2,2.8,9,0.2969502407704655,1,4,5039.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,3,2,0.4,4,3,2,2.5,7,0.0449438202247191,1,3,3949.0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
0,1,2,0.4,5,3,2,2.3,5,0.0449438202247191,1,4,2047.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,3,0,2.2,7,0.0449438202247191,0,4,1909.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,5,3,0,1.7000000000000002,7,0.0192616372391653,0,1,3271.18,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
0,3,2,0.4,5,1,2,2.5,7,0.1942215088282504,1,4,3179.0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0
0,3,2,0.4,4,1,2,2.5,7,0.1942215088282504,1,4,2999.0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1
1,3,2,0.9333333333333332,5,4,2,2.5,7,0.2969502407704655,1,3,5613.28,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1
1,1,2,0.4,4,1,0,2.6,7,0.1942215088282504,0,4,1802.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,3,0,2.2,7,0.0449438202247191,0,2,2029.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,0.4,0,1,2,2.8,9,0.1942215088282504,1,4,3469.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,1,2,0.4,4,1,1,2.2,7,0.1942215088282504,1,4,2249.99,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
1,1,2,0.4,3,1,0,1.7000000000000002,7,0.0939004815409309,1,4,1799.0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1
1,3,4,0.6666666666666667,4,3,2,2.5,7,0.0898876404494382,1,4,4159.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
1,3,4,0.9333333333333332,4,1,1,2.6,9,0.1942215088282504,1,4,3599.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
0,1,2,0.2666666666666667,4,3,0,2.4,5,0.0449438202247191,0,4,1799.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.1333333333333333,4,1,2,2.4,5,0.1942215088282504,1,4,2349.0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
0,3,2,2.0,5,1,2,2.5,7,0.1942215088282504,1,4,4149.0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1
1,3,4,0.6666666666666667,4,3,2,2.8,9,0.0898876404494382,1,4,4629.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,1,2,0.1333333333333333,4,1,0,1.6,1,0.0939004815409309,1,4,1249.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,3,2,2.5,7,0.0417335473515248,1,4,4049.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
1,3,4,0.9333333333333332,4,4,2,2.8,9,0.2945425361155698,1,4,7099.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1
1,3,2,0.9333333333333332,1,4,0,2.7,9,0.2455858747993579,0,5,3299.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.6666666666666667,4,3,2,1.6,7,0.0192616372391653,1,4,3199.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.1333333333333333,4,3,2,2.0,5,0.0417335473515248,1,4,2699.0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
0,2,2,0.6666666666666667,5,3,0,2.1,2,0.0898876404494382,1,5,2799.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,1,2,0.1333333333333333,4,1,2,2.3,5,0.1942215088282504,1,4,1797.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,4,0.2666666666666667,4,1,0,1.8,4,0.0939004815409309,0,4,1279.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.4,4,4,0,3.3,9,0.3202247191011236,1,4,2099.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
0,1,2,0.4,4,3,2,2.3,5,0.0176565008025682,1,4,2219.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,1,4,0.4,4,1,0,1.8,4,0.0939004815409309,0,4,1489.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.4,0,3,2,2.5,7,0.0449438202247191,1,3,2899.0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,2,0.9333333333333332,5,3,2,2.5,7,0.0449438202247191,1,3,5189.0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1,3,2,0.1333333333333333,5,1,2,2.7,9,0.1942215088282504,1,3,4619.0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
0,1,2,0.1333333333333333,4,1,0,1.6,1,0.0939004815409309,1,4,1349.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,0.4,4,4,2,2.8,9,0.2199036918138041,1,4,4269.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,3,2,0.9333333333333332,5,4,2,2.5,7,0.2945425361155698,1,4,4109.0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1
0,1,2,0.1333333333333333,4,3,2,3.0,0,0.0963081861958266,1,4,1799.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,3,4,0.4,3,1,0,2.4,9,0.1942215088282504,1,5,2699.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,1,2,0.9333333333333332,2,3,1,1.9,5,0.0898876404494382,1,4,3249.01,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.2666666666666667,4,1,0,1.35,1,0.1942215088282504,0,4,1159.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,3,0,2.5,9,0.0898876404494382,1,3,3799.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,2.0,5,3,2,2.5,7,0.0898876404494382,1,4,4649.0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1
1,3,4,0.6666666666666667,0,3,2,2.8,9,0.0898876404494382,1,4,5524.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,1,2,0.1333333333333333,4,1,1,2.16,1,0.0939004815409309,1,4,1298.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.4,4,4,0,2.3,7,0.3459069020866773,1,4,2199.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,2,0.4,0,3,2,2.5,7,0.0449438202247191,1,3,3649.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,0.9333333333333332,4,3,2,2.6,9,0.1861958266452648,1,5,5199.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,2,0.9333333333333332,5,3,2,2.7,9,0.0963081861958266,1,3,7499.0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1
1,2,2,0.4,2,1,0,2.3,7,0.1942215088282504,1,5,2769.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.6666666666666667,4,1,2,2.5,9,0.1942215088282504,0,4,2399.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,1,2,2.8,9,0.1942215088282504,1,4,6213.0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1
1,3,4,2.0,4,3,2,2.3,7,0.0898876404494382,1,5,6083.0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,0.4,4,3,2,2.8,9,0.1861958266452648,1,4,5169.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,2,0.4,4,3,1,2.5,9,0.0192616372391653,1,4,3199.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,5,3,2,2.5,7,0.0898876404494382,1,4,6044.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,0.4,4,1,1,2.6,9,0.1942215088282504,1,5,3269.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,2,0.4,4,1,2,2.0,5,0.1942215088282504,1,4,2079.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,2,0.4,0,3,2,2.5,7,0.0963081861958266,1,3,3649.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1
1,3,4,0.4,4,3,2,2.8,9,0.0417335473515248,1,4,4199.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
1,3,4,0.4,0,3,2,2.5,7,0.0417335473515248,1,4,6395.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
0,1,2,0.4,4,3,0,1.4,5,0.0449438202247191,0,2,1769.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,0.9333333333333332,0,3,2,2.5,7,0.0898876404494382,1,4,4489.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,1,2,0.2666666666666667,4,1,0,1.7000000000000002,5,0.0939004815409309,0,4,1359.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.1333333333333333,4,4,2,2.4,5,0.218298555377207,1,3,2649.0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
0,1,2,0.4,5,1,2,2.4,7,0.0939004815409309,1,1,5251.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,3,4,0.1333333333333333,5,3,2,2.7,10,0.0417335473515248,1,4,2559.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,2.0,4,4,2,2.8,9,0.2443820224719101,1,4,5599.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,1,4,0.6666666666666667,4,1,0,2.2,9,0.1942215088282504,0,4,2844.88,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,3,2,2.5,7,0.0417335473515248,1,4,3599.0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1
1,3,4,0.4,4,3,2,2.8,9,0.0963081861958266,1,4,6199.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1
1,3,2,0.4,4,1,2,2.7,9,0.1942215088282504,1,4,3599.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,3,2,2.8,9,0.0898876404494382,1,4,4739.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,3,2,0.1333333333333333,4,1,2,2.0,5,0.1942215088282504,1,4,1999.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
0,1,2,0.4,5,3,0,2.6,7,0.0898876404494382,1,4,3089.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1
1,3,2,0.4,5,1,2,2.5,7,0.1942215088282504,1,3,4369.0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1,3,4,0.6666666666666667,4,1,2,2.8,9,0.1942215088282504,1,4,6044.0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1
0,1,4,0.4,4,3,1,2.0,4,0.0437399678972712,1,4,2099.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,2,2,0.6666666666666667,4,3,2,2.5,7,0.1942215088282504,1,5,5368.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
1,3,4,0.9333333333333332,4,4,2,2.6,9,0.2199036918138041,0,4,4750.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,2,0.4,4,3,0,2.4,9,0.0449438202247191,0,1,3308.53,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,3,4,0.9333333333333332,4,4,2,2.8,9,0.2969502407704655,1,4,5049.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,2,2,0.9333333333333332,5,1,0,2.1,2,0.0939004815409309,1,5,2549.01,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.6666666666666667,5,1,0,2.7,9,0.1942215088282504,0,4,3636.14,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,5,4,2,2.3,7,0.2969502407704655,1,4,4299.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,1,2,0.1333333333333333,4,1,0,1.7000000000000002,5,0.0939004815409309,0,4,2083.67,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,2,0.6666666666666667,0,1,2,2.5,7,0.1942215088282504,1,4,2899.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,2,0.4,3,1,0,2.5,9,0.1440609951845906,1,4,2449.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
0,3,2,0.4,0,3,2,2.4,5,0.0417335473515248,1,4,2199.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
0,3,2,0.4,5,3,0,2.2,7,0.0449438202247191,0,3,3089.18,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,2,0.4,5,3,2,2.5,7,0.0192616372391653,1,3,4359.0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
0,3,4,0.1333333333333333,5,3,2,2.7,10,0.1861958266452648,1,4,3449.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,1,2,0.4,5,1,2,2.5,7,0.1942215088282504,1,4,2789.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.1333333333333333,5,3,2,2.5,7,0.0449438202247191,1,4,2983.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.4,4,1,0,2.6,7,0.1942215088282504,1,4,2911.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1
1,1,2,0.1333333333333333,0,1,2,2.5,7,0.1942215088282504,1,4,2199.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.1333333333333333,4,3,2,2.4,5,0.0449438202247191,1,3,3019.0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1
0,3,2,0.4,5,3,1,2.6,9,0.0449438202247191,1,3,5799.0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1
1,3,4,0.4,0,3,2,2.6,9,0.0963081861958266,1,5,4083.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.6666666666666667,4,3,2,2.8,9,0.0417335473515248,1,4,4359.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,3,2,0.4,4,3,2,2.1,2,0.0192616372391653,0,4,1850.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.6666666666666667,0,4,2,2.6,9,0.2945425361155698,1,5,4479.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,3,2,0.4,5,1,2,2.4,5,0.0939004815409309,1,4,3938.27,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,4,4,2,2.8,9,0.2455858747993579,1,4,4749.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,2,0.1333333333333333,4,4,2,2.4,5,0.218298555377207,1,3,2649.0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,4,0.4,4,3,2,2.6,9,0.0449438202247191,0,4,3122.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,11,4,0.9333333333333332,5,3,2,3.0,0,0.0963081861958266,1,4,12684.01,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,3,0,1.6,1,0.0417335473515248,1,4,1599.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
0,1,2,0.2666666666666667,4,3,0,2.0,9,0.0192616372391653,0,4,1929.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,2.0,4,3,2,2.8,9,0.0898876404494382,1,4,6599.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,4,0.0,1,0,0,1.33,0,0.0064205457463884,1,0,649.0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1
0,3,2,0.6666666666666667,5,3,0,2.6,9,0.0963081861958266,0,3,4031.24,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,0.4,4,4,2,2.5,7,0.2199036918138041,1,4,4899.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,3,2,0.4,5,3,2,2.5,7,0.0449438202247191,1,3,7124.0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1
0,3,2,0.4,4,3,2,2.4,5,0.0192616372391653,1,3,3239.0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,4,0.4,0,1,2,2.8,9,0.3948635634028892,1,4,4899.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,2,0.6666666666666667,4,3,2,2.0,5,0.0898876404494382,1,4,2959.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,2,0.4,5,4,2,2.5,7,0.2199036918138041,1,3,4339.0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,0.6666666666666667,5,1,2,1.6,7,0.1942215088282504,1,4,3359.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
1,1,2,0.4,4,3,0,1.7000000000000002,2,0.0192616372391653,0,4,1639.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,3,3,2,2.3,7,0.0192616372391653,1,4,3249.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,0,1,2,2.8,9,0.1942215088282504,1,4,4939.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,2.0,4,4,2,2.6,9,0.2443820224719101,1,4,5399.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,2,0.4,5,3,0,2.4,9,0.0449438202247191,0,3,3181.14,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
0,1,4,0.2666666666666667,4,3,0,1.8,4,0.0449438202247191,0,4,1699.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,0,1,2,1.8,9,0.1942215088282504,1,4,2899.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
1,3,2,0.4,4,4,1,2.5,9,0.2199036918138041,1,4,2699.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,1.2,5,3,2,1.6,7,0.0176565008025682,1,4,3829.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,2,0,2.5,9,0.1942215088282504,0,5,3549.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,2,0.4,4,3,2,2.3,7,0.0898876404494382,1,4,3173.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.9333333333333332,0,1,2,2.6,9,0.1942215088282504,1,5,3887.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.4,4,3,2,2.8,9,0.0898876404494382,1,4,4449.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,1,2,0.1333333333333333,4,1,0,1.7000000000000002,7,0.1942215088282504,0,4,1849.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,0,4,0.1333333333333333,4,0,0,1.86,1,0.0064205457463884,1,0,699.0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,4,0.9333333333333332,4,3,2,2.8,9,0.0417335473515248,1,4,4549.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,1,4,0.4,3,1,0,2.2,6,0.0939004815409309,1,4,3000.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.1333333333333333,4,1,2,3.9,5,0.1942215088282504,1,4,2299.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,3,2,0.1333333333333333,5,3,2,2.7,9,0.0449438202247191,1,3,4799.0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1,3,4,2.0,4,3,2,2.3,7,0.0417335473515248,1,5,5693.0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,0.2666666666666667,4,3,0,2.2,7,0.0192616372391653,0,4,1809.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,0,1,2,2.5,7,0.1942215088282504,1,4,6324.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1
0,3,2,0.1333333333333333,4,3,2,2.4,5,0.0449438202247191,1,3,2949.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,0.4,4,3,2,1.6,7,0.0449438202247191,1,3,3999.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1
1,11,4,0.4,0,4,2,2.8,9,0.2199036918138041,1,4,7286.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1
1,3,2,0.4,4,2,0,2.0,9,0.1942215088282504,0,4,2288.39,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,3,0,1.6,1,0.0192616372391653,1,4,1399.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,2,2,0.4,4,3,0,2.5,7,0.0449438202247191,1,5,2425.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.4,5,3,0,2.3,7,0.0449438202247191,0,4,3816.22,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,0,3,2,2.0,5,0.0176565008025682,1,4,1629.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,1,4,0.4,0,1,1,2.0,4,0.1942215088282504,1,4,1649.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,2.0,5,3,2,2.5,7,0.0417335473515248,1,4,4379.0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1
1,11,4,0.4,4,1,2,2.8,9,0.0898876404494382,1,4,6449.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
0,1,2,0.4,5,1,2,2.3,5,0.0939004815409309,1,4,1797.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.2666666666666667,4,1,0,1.7000000000000002,5,0.0939004815409309,0,4,1369.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,3,0,2.5,9,0.0192616372391653,1,4,3199.0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1
1,3,4,0.9333333333333332,4,3,2,2.5,7,0.0449438202247191,1,4,5139.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1
1,3,4,0.9333333333333332,4,3,2,2.5,7,0.0449438202247191,1,4,5139.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1
1,3,4,0.9333333333333332,0,4,2,2.6,9,0.2443820224719101,1,5,4409.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,0.9333333333333332,4,3,2,1.6,7,0.0449438202247191,1,3,4299.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1
0,2,2,0.9333333333333332,4,1,0,2.2,7,0.1942215088282504,0,5,2709.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,3,1,2.6,9,0.0176565008025682,1,4,3829.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,2.0,4,3,2,2.5,7,0.0898876404494382,1,4,4989.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,3,2,0.4,3,1,0,2.5,9,0.1440609951845906,1,4,2449.0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1
0,3,2,0.4,4,3,2,2.0,5,0.0898876404494382,1,4,2699.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
0,1,2,0.1333333333333333,5,1,0,2.3,5,0.0939004815409309,1,4,2629.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,2.0,5,1,2,2.3,7,0.1942215088282504,1,4,4199.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,4,0.6666666666666667,0,3,2,2.7,10,0.1861958266452648,1,4,3549.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,2,1,1,2.1,2,0.0939004815409309,1,4,1649.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,0,3,2,1.8,9,0.0449438202247191,1,4,3099.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
0,1,2,0.1333333333333333,5,3,2,2.0,5,0.0176565008025682,1,4,1999.0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,0,2,1.1,1,0.0064205457463884,1,3,1449.0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,2,0.4,4,3,2,2.5,7,0.0449438202247191,1,3,3899.0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
0,3,2,0.4,5,3,2,2.5,7,0.0449438202247191,1,3,6499.0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,0.9333333333333332,4,4,2,2.8,9,0.2443820224719101,1,4,4799.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.4,0,1,2,2.8,9,0.1942215088282504,1,4,5329.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,2,0.1333333333333333,0,3,2,2.4,5,0.0898876404494382,1,4,2439.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
